id,title,artist,active,comment,tabs,lyrics,chords,capo,bypassRequestLimits,minAmount,attributes
3237875,Мы разбиваемся,"Земфира ",true,,,,,,false,0,
4173860,Потолок ледяной,Зима,true,,,,,,false,0,"СОВМЕСТНЫЙ СТРИМ,Позитив,Зимние песни (Новогодние)"
4135516,Северное сияние,Иван Дорн,true,,,,,,false,0,
4581740,Тучи,Иванушки International,true,,,,,,false,0,
3322558,Красками разными / Песня Василисы,Иван Царевич и серый волк М/Ф,true,,,,,,false,0,"Позитив,Под минус"
4603346,Комарово,Игорь Скляр,true,,,,,,false,0,
4188294,Непогода,Из кинофильма Мэри Поппинс,true,,,,,,false,0,
5624485,Ветер перемен," Из кинофильма Мэри Поппинс",true,"Авторы: Музыка — Максим Дунаевский, слова — Наум Олев.
Исполнители: Павел Смеян (мужской вокал) и Татьяна Воронина (женский вокал).",,,,,false,0,
4230183,Лев и Брадобрей,Из кинофильма Мэри Поппинс до свидания,true,,,,,,false,0,Позитив
4980599,Never Enough (на русском),из к/ф The Greatest Showman,false,заказал Vladyka Snov,,,,,false,0,РАЗУЧИВАЮ
4230184,Зурбаган,(из к/ф «Выше Радуги»),true,,,,,,false,0,
4183801,Разлука,"из к/ф ""Гардемарины вперёд!"", аранжировка Катя Белоконь (Вельвет)",true,,,,,,false,0,Под минус
4008879,Леди Совершенство,"Из к/ф ""Мэри Поппинс, до свидания""",true,,,,,,false,0,"Позитив,Под минус"
4250945,Песенка мамонтёнка," из мультфильма ""Мама для мамонтёнка""",true,,,,,,false,0,СОВМЕСТНЫЙ СТРИМ
4888956,Песня о мечте,"из м/ф ""Летучий корабль"" (1979)",true,Vladyka Snov,,,,,false,0,
5090181,Пусть бегут неуклюже / Песенка крокодила Гены,из м/ф про Чебурашку,true,,,,,,false,0,
4307048,(1) Люби меня долго,Ирина Дубцова,true,,,,,,false,0,
4248552,Последняя поэма,Ирина Отиева,true,,,,,,false,0,
5655375,Василиск,Камелия,true,,,,,,false,0,
5530493,Волшебный мир,Камелия,true,,,,,,false,0,
4950591,Дикая Охота,Канцлер Ги,true,,,,,,false,0,
4267516,Невидимка,Квашеная,true,,,,,,false,0,
4267518,Туманный взгляд,Квашеная,true,,,,,,false,0,СОВМЕСТНЫЙ СТРИМ
4099874,"Я свободен ",Кипелов,true,,,,,,false,0,СОВМЕСТНЫЙ СТРИМ
3732173,Мальчик,Кис Кис,true,,,,,,false,0,Под гитару
3898182,Мелочь,Кис Кис,true,,,,,,false,0,Под гитару
3686268,Не надо,Кис Кис,true,,,,,,false,0,Под гитару
4581600,Не уходи,"Кис-Кис ",true,,,,,,false,0,
3854538,Краш,Клава Кока,true,,,,,,false,0,Под гитару
5104186,Всё возможно,Колизей,true,Vladyka_Snov,,,,,false,0,
4880863,Вавилон,Комсомольск,true,Неизвестный заказчик,,,,,false,0,
4621669,Камнем по голове,Король и Шут,false,сказала убрать,,,,,false,0,"Рок, метал"
4230179,Утренний рассвет,Король и Шут,true,,,,,,false,0,"СОВМЕСТНЫЙ СТРИМ,Позитив"
4694772,Тайна хозяйки старинных часов,"Король и Шут ",true,,,,,,false,0,
3780023,Ведьма и осёл,Король и шут (КИШ),true,,,,,,false,0,"СОВМЕСТНЫЙ СТРИМ,Рок, метал,Под гитару"
3996039,Кода,Король и шут (КИШ),true,,,,,,false,0,"Рок, метал,Под минус,Под гитару"
3770126,На краю,Король и шут (КИШ),true,,,,,,false,0,"Рок, метал,Под минус"
3821427,"Танец злобного гения ",Король и шут (КИШ),true,,,,,,false,0,"СОВМЕСТНЫЙ СТРИМ,Рок, метал,Под минус,Под гитару"
3832469,Фокусник,Король и шут (КИШ),true,,,,,,false,0,"СОВМЕСТНЫЙ СТРИМ,Рок, метал,Под минус"
3624881,Воспоминания о былой любви,Король и Шут (КИШ),true,,,,,,false,0,"СОВМЕСТНЫЙ СТРИМ,Рок, метал,Под минус"
3612007,Дурак и молния,Король и Шут (КИШ),true,,,,,,false,0,"СОВМЕСТНЫЙ СТРИМ,Рок, метал"
3237751,Кукла колдуна,Король и Шут (КИШ),true,,,,,,false,0,"СОВМЕСТНЫЙ СТРИМ,Рок, метал,Под гитару"
3715002,"Лесник ",Король и Шут (КИШ),true,,,,,,false,0,"СОВМЕСТНЫЙ СТРИМ,Рок, метал,Под минус"
3237750,Прыгну со скалы,Король и Шут (КИШ),true,,,,,,false,0,"СОВМЕСТНЫЙ СТРИМ,Рок, метал"
4152443,"Марионетки ","Король и Шут (КИШ) ",true,,,,,,false,0,"Рок, метал,Под гитару"
4167218,Ром,"Король и Шут (КИШ) ",true,,,,,,false,0,"Зимние песни (Новогодние),Рок, метал"
4133810,Тяни,"Король и Шут (КИШ) ",true,,,,,,false,0,"Рок, метал"
4238019,Тучи в голубом,Кристина Орбакайте,true,,,,,,false,0,
5053803,Не беда,Кукрыниксы,true,,,,,,false,0,
3893013,По щекам слёзы,Кучер,true,,,,,,false,0,
3487436," По щекам твоим слёзы","Кучер, Janaga",false,,,,,,false,0,
4938205,(2)Крылья,Лампабикт,true,,,,,,false,0,
5223470,Старый клён,Лев Лещенко,true,,,,,,false,0,
4869520,(2) Звуками счастья рыдали,Лента,true,,,,,,false,0,Под гитару
3699059,В доме твоем,Лента,true,,,,,,false,0,Под гитару
4404857,Аэропорты,"Леонид Агутин ",true,,,,,,false,0,
5133687,"Хали-гали, паратрупер",Леприконсы,false,,,,,,false,0,
